timestamp,open,high,low,close,adjclose,volume,log_close,log_adjclose,log_open,log_high,log_low,log_velocity,log_acceleration,log_volume,20_day_sma,20_day_sma_velocity,20_day_sma_acceleration,20_day_wma,20_day_wma_velocity,20_day_wma_acceleration,20_day_hma,20_day_hma_velocity,20_day_hma_acceleration,50_day_sma,50_day_sma_velocity,50_day_sma_acceleration,50_day_wma,50_day_wma_velocity,50_day_wma_acceleration,50_day_hma,50_day_hma_velocity,50_day_hma_acceleration,20_day_simple_momentum,20_day_simple_momentum_velocity,20_day_weighted_momentum,20_day_weighted_momentum_velocity,20_day_hull_momentum,20_day_hull_momentum_velocity,20_day_simple_average_rocket_momentum,20_day_simple_average_rocket_momentum_velocity
2011-01-03,0.790677011013031,0.8208850026130676,0.790573000907898,0.8050000071525574,0.7854809761047363,66758400,-0.21691299267840927,-0.24145904041521446,-0.23486572454945567,-0.19737224923923466,-0.23499727883182586,,,18.016590690023733,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-04,0.8151040077209473,0.8153129816055298,0.7883849740028381,0.8037499785423279,0.7842615246772766,65760000,-0.21846703012725646,-0.24301273686181307,-0.20443955704809186,-0.20418321295072914,-0.23776876273496816,-0.0015536964465986125,,18.0015223087122,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,0.7957810163497925,0.8240630030632019,0.7947400212287903,0.8236979842185974,0.8037257790565491,61440000,-0.19395134026556302,-0.2184971388062412,-0.22843123607430088,-0.19350829196742667,-0.22974023513190603,0.02451559805557188,0.026069294502170492,17.933571646803692,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-06,0.8266149759292603,0.8330730199813843,0.8215100169181824,0.8311460018157959,0.8109931945800781,52262400,-0.18494980543659556,-0.2094956162951773,-0.190416259564076,-0.18263398161584596,-0.1966111481303621,0.009001522511063897,-0.015514075544507983,17.771787741227286,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07,0.8353649973869324,0.8367710113525391,0.8051559925079346,0.8292189836502075,0.8091129064559937,76204800,-0.18727100474841218,-0.2118168086752578,-0.17988652702246083,-0.17820482853666592,-0.21671924082343616,-0.0023211923800804946,-0.011322714891144392,18.148935010798937,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-10,0.8229169845581055,0.8427600264549255,0.8174480199813843,0.8385419845581055,0.8182098865509033,43027200,-0.17609062794304103,-0.20063639026614374,-0.19489995270243207,-0.17107302763239043,-0.20156796235291535,0.011180418409114046,0.01350161078919454,17.5773430318168,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-11,0.8487499952316284,0.8505730032920837,0.8338019847869873,0.8423960208892822,0.8219703435897827,54969600,-0.17150504171426537,-0.19605096293472532,-0.16399060572734203,-0.16184503509552403,-0.1817593331269193,0.0045854273314184235,-0.006594991077695622,17.822290863113988,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-12,0.8540629744529724,0.8600000143051147,0.8442190289497375,0.8594790101051331,0.8386391997337341,67046400,-0.1514288755102148,-0.17597470108117538,-0.15775034733501883,-0.15082287310072942,-0.16934330508022433,0.020076261853549937,0.015490834522131514,18.020895474975365,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-13,0.8625519871711731,0.8674479722976685,0.853905975818634,0.8621879816055298,0.8412824273109436,65721600,-0.14828195598507882,-0.17282785218548338,-0.14785985691201564,-0.14219974325628862,-0.15793418982788804,0.0031468488956920004,-0.016929412957857937,18.00093819654606,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-14,0.8617709875106812,0.8811460137367249,0.856145977973938,0.8808850049972534,0.8595260977745056,30643200,-0.12682818937787899,-0.15137409071735006,-0.14876571935816504,-0.12653193041466504,-0.1553143823635552,0.021453761468133326,0.018306912572441325,17.23792133602563,,,,,,,,,,,,,,,,,,,,,,,,,,
